event,series,matchNumber,scoreRedFinal,scoreBlueFinal,redTeams,blueTeams,label
Grand Rapids Qualifier,0,41,73,26,"[15815, 31908]","[31577, 31459]",1
Grand Rapids Qualifier,0,42,70,106,"[15510, 23597]","[24049, 13106]",0
Grand Rapids Qualifier,0,43,93,76,"[22368, 10104]","[23411, 16464]",1
Grand Rapids Qualifier,0,44,31,53,"[7772, 30388]","[20142, 23599]",0
Grand Rapids Qualifier,0,45,57,33,"[21789, 23106]","[11999, 30309]",1
Grand Rapids Qualifier,0,46,41,74,"[30793, 24371]","[21353, 5385]",0
Grand Rapids Qualifier,0,47,86,50,"[9133, 24049]","[32490, 9476]",1
Grand Rapids Qualifier,1,1,48,200,"[24548, 5980]","[9087, 23411]",0
Grand Rapids Qualifier,2,1,77,51,"[18975, 5385]","[24371, 21789]",1
Grand Rapids Qualifier,3,1,80,93,"[15815, 24052]","[9087, 23411]",0
Grand Rapids Qualifier,4,1,106,99,"[20935, 10104]","[18975, 5385]",1
Grand Rapids Qualifier,5,1,65,51,"[15815, 24052]","[21789, 24371]",1
Grand Rapids Qualifier,6,1,123,45,"[18975, 5385]","[24548, 5980]",1
Grand Rapids Qualifier,7,1,94,129,"[9087, 23411]","[20935, 10104]",0
Grand Rapids Qualifier,8,1,152,102,"[18975, 5385]","[15815, 24052]",1
Grand Rapids Qualifier,9,1,79,117,"[9087, 23411]","[18975, 5385]",0
Grand Rapids Qualifier,10,1,128,124,"[10104, 20935]","[18975, 5385]",1
Grosse Pte. Woods Qualifier,0,1,106,134,"[27404, 20512]","[12111, 7140]",0
Grosse Pte. Woods Qualifier,0,2,58,329,"[23856, 19692]","[6294, 32759]",0
Grosse Pte. Woods Qualifier,0,3,77,34,"[22918, 17349]","[22602, 8777]",1
Grosse Pte. Woods Qualifier,0,4,77,117,"[22805, 22537]","[13002, 14649]",0
Grosse Pte. Woods Qualifier,0,5,20,18,"[17975, 23581]","[22300, 14771]",1
Grosse Pte. Woods Qualifier,0,6,133,68,"[7045, 21482]","[11276, 15404]",1
Grosse Pte. Woods Qualifier,0,7,42,70,"[22537, 14776]","[27404, 8777]",0
Grosse Pte. Woods Qualifier,0,8,117,53,"[14771, 7140]","[17349, 22805]",1
Grosse Pte. Woods Qualifier,0,9,99,88,"[13002, 17975]","[11276, 6294]",1
Grosse Pte. Woods Qualifier,0,10,82,51,"[32759, 22300]","[14776, 7045]",1
Grosse Pte. Woods Qualifier,0,11,65,79,"[14649, 23856]","[23581, 21482]",0
Grosse Pte. Woods Qualifier,0,12,90,209,"[15404, 12111]","[22602, 19692]",0
Grosse Pte. Woods Qualifier,0,13,80,15,"[32759, 20512]","[22918, 14771]",1
Grosse Pte. Woods Qualifier,0,14,174,56,"[7140, 13002]","[8777, 23856]",1
Grosse Pte. Woods Qualifier,0,15,48,136,"[11276, 22805]","[27404, 23581]",0
Grosse Pte. Woods Qualifier,0,16,63,65,"[7045, 6294]","[12111, 22918]",0
Grosse Pte. Woods Qualifier,0,17,117,26,"[17349, 15404]","[17975, 14776]",1
Grosse Pte. Woods Qualifier,0,18,67,99,"[22300, 22537]","[22602, 21482]",0
Grosse Pte. Woods Qualifier,0,19,104,55,"[20512, 14649]","[19692, 7045]",1
Grosse Pte. Woods Qualifier,0,20,51,63,"[14776, 12111]","[14771, 13002]",0
Grosse Pte. Woods Qualifier,0,21,87,73,"[15404, 23856]","[22918, 22537]",1
Grosse Pte. Woods Qualifier,0,22,64,331,"[22602, 23581]","[6294, 7140]",0
Grosse Pte. Woods Qualifier,0,23,105,66,"[8777, 21482]","[22805, 20512]",1
Grosse Pte. Woods Qualifier,0,24,65,63,"[27404, 32759]","[14649, 17975]",1
Grosse Pte. Woods Qualifier,0,25,77,90,"[11276, 19692]","[22300, 17349]",0
Grosse Pte. Woods Qualifier,0,26,85,216,"[6294, 14771]","[8777, 15404]",0
Grosse Pte. Woods Qualifier,0,27,162,86,"[17975, 7140]","[7045, 22537]",1
Grosse Pte. Woods Qualifier,0,28,58,72,"[22602, 11276]","[20512, 14776]",0
Grosse Pte. Woods Qualifier,0,29,133,74,"[22918, 21482]","[27404, 19692]",1
Grosse Pte. Woods Qualifier,0,30,19,20,"[22805, 12111]","[23856, 22300]",0
Grosse Pte. Woods Qualifier,0,31,57,105,"[23581, 13002]","[17349, 32759]",0
Grosse Pte. Woods Qualifier,0,32,84,158,"[14649, 8777]","[7140, 11276]",0
Grosse Pte. Woods Qualifier,1,1,54,95,"[22300, 8777]","[22537, 17349]",0
Grosse Pte. Woods Qualifier,2,1,51,91,"[32759, 23581]","[27404, 15404]",0
Grosse Pte. Woods Qualifier,3,1,167,109,"[7140, 13002]","[17349, 22537]",1
Grosse Pte. Woods Qualifier,4,1,121,112,"[6294, 21482]","[27404, 15404]",1
Grosse Pte. Woods Qualifier,5,1,82,57,"[17349, 22537]","[32759, 23581]",1
Grosse Pte. Woods Qualifier,6,1,96,41,"[15404, 27404]","[22300, 8777]",1
Grosse Pte. Woods Qualifier,7,1,164,113,"[7140, 13002]","[21482, 6294]",1
Grosse Pte. Woods Qualifier,8,1,87,104,"[27404, 15404]","[17349, 22537]",0
Grosse Pte. Woods Qualifier,9,1,140,90,"[6294, 21482]","[22537, 17349]",1
Grosse Pte. Woods Qualifier,10,1,151,119,"[7140, 13002]","[6294, 21482]",1
Houghton (UP) Qualifier,0,1,49,45,"[13570, 15357]","[24654, 13598]",1
Houghton (UP) Qualifier,0,2,72,48,"[23588, 19679]","[15270, 10723]",1
Houghton (UP) Qualifier,0,3,59,19,"[17768, 28000]","[20246, 20247]",1
Houghton (UP) Qualifier,0,4,109,8,"[5663, 32759]","[28221, 16032]",1
Houghton (UP) Qualifier,0,5,68,121,"[30552, 16957]","[20248, 7140]",0
Houghton (UP) Qualifier,0,6,82,31,"[13284, 19679]","[17770, 13533]",1
Houghton (UP) Qualifier,0,7,23,129,"[24654, 15270]","[28000, 5663]",0
Houghton (UP) Qualifier,0,8,48,101,"[16032, 13284]","[20246, 16957]",0
Houghton (UP) Qualifier,0,9,15,30,"[13570, 28221]","[23588, 20248]",0
Houghton (UP) Qualifier,0,10,84,95,"[13598, 32759]","[7140, 10723]",0
Houghton (UP) Qualifier,0,11,145,68,"[17768, 17770]","[30552, 15357]",1
Houghton (UP) Qualifier,0,12,129,50,"[20247, 7140]","[13533, 15270]",1
Houghton (UP) Qualifier,0,13,68,91,"[5663, 20246]","[19679, 30552]",0
Houghton (UP) Qualifier,0,14,76,66,"[13284, 13570]","[17768, 32759]",1
Houghton (UP) Qualifier,0,15,52,14,"[28221, 13598]","[28000, 17770]",1
Houghton (UP) Qualifier,0,16,94,58,"[13533, 15357]","[16957, 23588]",1
Houghton (UP) Qualifier,0,17,54,69,"[20247, 24654]","[20248, 10723]",0
Houghton (UP) Qualifier,0,18,109,81,"[16032, 7140]","[19679, 13570]",1
Houghton (UP) Qualifier,0,19,56,62,"[28221, 17768]","[16957, 24654]",0
Houghton (UP) Qualifier,0,20,141,234,"[28000, 10723]","[30552, 13533]",0
Houghton (UP) Qualifier,0,21,28,45,"[17770, 20246]","[32759, 15270]",0
Houghton (UP) Qualifier,0,22,79,6,"[23588, 13598]","[16032, 20247]",1
Houghton (UP) Qualifier,0,23,55,101,"[20248, 15357]","[5663, 13284]",0
Houghton (UP) Qualifier,0,24,127,37,"[7140, 23588]","[20246, 24654]",1
Houghton (UP) Qualifier,0,25,45,71,"[13533, 20248]","[17768, 16032]",0
Houghton (UP) Qualifier,0,26,269,81,"[17770, 5663]","[20247, 13570]",1
Houghton (UP) Qualifier,0,27,46,122,"[15270, 30552]","[13284, 13598]",0
Houghton (UP) Qualifier,0,28,129,102,"[32759, 16957]","[28000, 19679]",1
Houghton (UP) Qualifier,0,29,55,53,"[10723, 20246]","[15357, 28221]",1
Houghton (UP) Qualifier,1,1,91,68,"[16957, 17768]","[10723, 32759]",1
Houghton (UP) Qualifier,2,1,47,37,"[23588, 13598]","[20248, 20246]",1
Houghton (UP) Qualifier,3,1,168,106,"[5663, 7140]","[17768, 16957]",1
Houghton (UP) Qualifier,4,1,87,47,"[13284, 19679]","[23588, 13598]",1
Houghton (UP) Qualifier,5,1,103,52,"[16957, 17768]","[20246, 20248]",1
Houghton (UP) Qualifier,6,1,59,92,"[23588, 13598]","[32759, 10723]",0
Houghton (UP) Qualifier,7,1,148,66,"[7140, 5663]","[13284, 19679]",1
Houghton (UP) Qualifier,8,1,83,77,"[32759, 10723]","[16957, 17768]",1
Houghton (UP) Qualifier,9,1,100,73,"[13284, 19679]","[10723, 32759]",1
Houghton (UP) Qualifier,10,1,150,81,"[7140, 5663]","[19679, 13284]",1
Hartland Qualifier,0,1,140,38,"[31875, 23623]","[30837, 23416]",1
Hartland Qualifier,0,2,100,39,"[7643, 8492]","[20332, 19561]",1
Hartland Qualifier,0,3,30,127,"[15256, 21340]","[7043, 28804]",0
Hartland Qualifier,0,4,70,116,"[15078, 15358]","[21914, 17993]",0
Hartland Qualifier,0,5,46,127,"[7031, 15182]","[8533, 10538]",0
Hartland Qualifier,0,6,57,64,"[23834, 27242]","[10645, 13643]",0
Hartland Qualifier,0,7,84,38,"[10136, 20159]","[31261, 8487]",1
Hartland Qualifier,0,8,77,55,"[16668, 23168]","[10164, 12548]",1
Hartland Qualifier,0,9,50,47,"[27191, 14739]","[31124, 23416]",1
Hartland Qualifier,0,10,22,190,"[15078, 21340]","[10538, 23623]",0
Hartland Qualifier,0,11,112,70,"[28804, 10136]","[20332, 7031]",1
Hartland Qualifier,0,12,90,108,"[23834, 8487]","[15256, 21914]",0
Hartland Qualifier,0,13,52,86,"[7043, 7643]","[10645, 20159]",0
Hartland Qualifier,0,14,50,158,"[31875, 16668]","[15358, 15182]",0
Hartland Qualifier,0,15,143,53,"[27191, 8492]","[27242, 12548]",1
Hartland Qualifier,0,16,8,129,"[23168, 13643]","[17993, 14739]",0
Hartland Qualifier,0,17,38,142,"[19561, 30837]","[8533, 10164]",0
Hartland Qualifier,0,18,82,84,"[31124, 20332]","[31261, 15358]",0
Hartland Qualifier,0,19,73,154,"[31875, 10645]","[10538, 28804]",0
Hartland Qualifier,0,20,10,82,"[8487, 7043]","[27242, 15078]",0
Hartland Qualifier,0,21,61,98,"[21340, 15182]","[23834, 14739]",0
Hartland Qualifier,0,22,57,97,"[30837, 15256]","[7643, 27191]",0
Hartland Qualifier,0,23,13,160,"[13643, 10164]","[31261, 23623]",0
Hartland Qualifier,0,24,49,110,"[7031, 20159]","[23168, 8492]",0
Hartland Qualifier,0,25,79,74,"[31124, 19561]","[17993, 16668]",1
Hartland Qualifier,0,26,90,183,"[12548, 21914]","[10136, 8533]",0
Hartland Qualifier,0,27,57,71,"[23416, 10164]","[15182, 8487]",0
Hartland Qualifier,0,28,102,84,"[13643, 10538]","[7043, 27191]",1
Hartland Qualifier,0,29,92,21,"[20159, 17993]","[21340, 20332]",1
Hartland Qualifier,0,30,59,66,"[15078, 31875]","[19561, 10136]",0
Hartland Qualifier,0,31,164,71,"[15358, 23623]","[7031, 23834]",1
Hartland Qualifier,0,32,58,116,"[12548, 31261]","[28804, 30837]",0
Hartland Qualifier,0,33,121,70,"[8492, 10645]","[15256, 31124]",1
Hartland Qualifier,0,34,120,70,"[23416, 8533]","[23168, 7643]",1
Hartland Qualifier,0,35,92,116,"[16668, 21914]","[14739, 27242]",0
Hartland Qualifier,0,36,146,56,"[15182, 28804]","[13643, 15078]",1
Hartland Qualifier,0,37,56,39,"[12548, 15358]","[8487, 19561]",1
Hartland Qualifier,0,38,117,76,"[10538, 23834]","[20159, 10164]",1
Hartland Qualifier,0,39,159,169,"[20332, 23623]","[27191, 10645]",0
Hartland Qualifier,0,40,148,142,"[14739, 8533]","[8492, 31875]",1
Hartland Qualifier,0,41,119,53,"[21914, 31124]","[23168, 30837]",1
Hartland Qualifier,0,42,88,75,"[10136, 27242]","[21340, 7643]",1
Hartland Qualifier,0,43,13,86,"[23416, 7043]","[16668, 7031]",0
Hartland Qualifier,0,44,59,66,"[17993, 31261]","[15256, 31875]",0
Hartland Qualifier,1,1,130,71,"[8492, 21914]","[10136, 7643]",1
Hartland Qualifier,2,1,103,123,"[28804, 15358]","[20159, 10645]",0
Hartland Qualifier,3,1,124,170,"[8533, 23623]","[8492, 21914]",0
Hartland Qualifier,4,1,97,137,"[10538, 14739]","[10645, 20159]",0
Hartland Qualifier,5,1,207,55,"[23623, 8533]","[28804, 15358]",1
Hartland Qualifier,6,1,131,144,"[10538, 14739]","[10136, 7643]",0
Hartland Qualifier,7,1,137,116,"[8492, 21914]","[10645, 20159]",1
Hartland Qualifier,8,1,133,175,"[10136, 7643]","[23623, 8533]",0
Hartland Qualifier,9,1,95,183,"[10645, 20159]","[23623, 8533]",0
Hartland Qualifier,10,1,131,335,"[8492, 21914]","[8533, 23623]",0
Hartland Qualifier,11,1,145,178,"[21914, 8492]","[8533, 23623]",0
Kentwood Qualifier,0,1,10,52,"[15397, 5383]","[24050, 20033]",0
Kentwood Qualifier,0,2,15,127,"[23832, 21789]","[6482, 16646]",0
Kentwood Qualifier,0,3,57,58,"[5980, 9087]","[8733, 15815]",0
Kentwood Qualifier,0,4,34,52,"[21906, 22154]","[7792, 18092]",0
Kentwood Qualifier,0,5,102,52,"[5663, 5384]","[10031, 5960]",1
Kentwood Qualifier,0,6,56,43,"[8027, 13754]","[31969, 24049]",1
Kentwood Qualifier,0,7,44,170,"[11531, 18975]","[10104, 11228]",0
Kentwood Qualifier,0,8,24,52,"[11266, 12845]","[10024, 14933]",0
Kentwood Qualifier,0,9,87,46,"[22154, 5292]","[11846, 17283]",1
Kentwood Qualifier,0,10,42,70,"[24050, 9087]","[5663, 16646]",0
Kentwood Qualifier,0,11,54,76,"[13754, 5980]","[5384, 18975]",0
Kentwood Qualifier,0,12,66,130,"[10024, 24049]","[5960, 10104]",0
Kentwood Qualifier,0,13,31,66,"[6482, 8027]","[8733, 10031]",0
Kentwood Qualifier,0,14,149,107,"[11228, 20033]","[11266, 5292]",1
Kentwood Qualifier,0,15,17,26,"[21906, 15397]","[31969, 11531]",0
Kentwood Qualifier,0,16,64,28,"[5383, 17283]","[21789, 12845]",1
Kentwood Qualifier,0,17,16,30,"[11846, 7792]","[14933, 23832]",0
Kentwood Qualifier,0,18,77,39,"[15815, 11266]","[18092, 10031]",1
Kentwood Qualifier,0,19,39,42,"[11531, 24050]","[5292, 5384]",0
Kentwood Qualifier,0,20,76,76,"[5960, 8733]","[31969, 16646]",0
Kentwood Qualifier,0,21,25,71,"[23832, 20033]","[22154, 13754]",0
Kentwood Qualifier,0,22,40,75,"[21789, 10024]","[18975, 15397]",0
Kentwood Qualifier,0,23,90,54,"[11228, 7792]","[12845, 9087]",1
Kentwood Qualifier,0,24,45,46,"[14933, 17283]","[8027, 5980]",0
Kentwood Qualifier,0,25,68,97,"[24049, 15815]","[21906, 5383]",0
Kentwood Qualifier,0,26,76,23,"[5663, 10104]","[6482, 11846]",1
Kentwood Qualifier,0,27,71,96,"[18092, 15397]","[11228, 23832]",0
Kentwood Qualifier,0,28,63,101,"[12845, 8733]","[13754, 5292]",0
Kentwood Qualifier,0,29,87,110,"[20033, 16646]","[18975, 8027]",0
Kentwood Qualifier,0,30,49,29,"[24049, 11266]","[5384, 6482]",1
Kentwood Qualifier,0,31,79,67,"[10031, 10024]","[17283, 11531]",1
Kentwood Qualifier,0,32,72,57,"[11846, 5960]","[9087, 21906]",1
Kentwood Qualifier,0,33,44,102,"[7792, 5980]","[21789, 10104]",0
Kentwood Qualifier,0,34,112,46,"[18092, 5663]","[5383, 31969]",1
Kentwood Qualifier,0,35,23,113,"[14933, 22154]","[24050, 15815]",0
Kentwood Qualifier,0,36,33,121,"[5384, 8733]","[11228, 21906]",0
Kentwood Qualifier,0,37,143,31,"[11846, 12845]","[24049, 15397]",1
Kentwood Qualifier,0,38,98,69,"[10104, 31969]","[17283, 23832]",1
Kentwood Qualifier,0,39,113,46,"[16646, 11531]","[11266, 7792]",1
Kentwood Qualifier,0,40,23,16,"[13754, 10031]","[21789, 24050]",1
Kentwood Qualifier,0,41,46,33,"[18975, 6482]","[9087, 22154]",1
Kentwood Qualifier,0,42,93,100,"[5292, 15815]","[5663, 8027]",0
Kentwood Qualifier,0,43,71,93,"[18092, 20033]","[5980, 10024]",0
Kentwood Qualifier,0,44,32,63,"[5383, 14933]","[11531, 5960]",0
Kentwood Qualifier,1,1,87,85,"[16646, 18975]","[13754, 5292]",1
Kentwood Qualifier,2,1,94,70,"[8027, 10024]","[5960, 5384]",1
Kentwood Qualifier,3,1,147,76,"[11228, 10104]","[18975, 16646]",1
Kentwood Qualifier,4,1,96,80,"[5663, 15815]","[8027, 10024]",1
Kentwood Qualifier,5,1,78,69,"[16646, 18975]","[5960, 5384]",1
Kentwood Qualifier,6,1,92,101,"[10024, 8027]","[5292, 13754]",0
Kentwood Qualifier,7,1,208,124,"[11228, 10104]","[5663, 15815]",1
Kentwood Qualifier,8,1,80,85,"[13754, 5292]","[18975, 16646]",0
Kentwood Qualifier,9,1,113,121,"[15815, 5663]","[18975, 16646]",0
Kentwood Qualifier,10,1,193,74,"[11228, 10104]","[18975, 16646]",1
Metro Detroit FTC League Tournament,0,1,34,119,"[12379, 21518]","[27693, 32131]",0
Metro Detroit FTC League Tournament,0,2,96,96,"[16671, 31043]","[12459, 21687]",0
Metro Detroit FTC League Tournament,0,3,190,58,"[5559, 24253]","[14670, 25828]",1
Metro Detroit FTC League Tournament,0,4,107,95,"[21615, 24053]","[23870, 10137]",1
Metro Detroit FTC League Tournament,0,5,69,153,"[25828, 21522]","[15446, 12459]",0
Metro Detroit FTC League Tournament,0,6,61,81,"[16671, 10137]","[21518, 14670]",0
Metro Detroit FTC League Tournament,0,7,69,111,"[21687, 15446]","[21615, 32131]",0
Metro Detroit FTC League Tournament,0,8,80,186,"[23870, 31043]","[12379, 24253]",0
Metro Detroit FTC League Tournament,0,9,146,77,"[27693, 21522]","[24053, 5559]",1
Metro Detroit FTC League Tournament,0,10,73,102,"[21615, 31043]","[25828, 16671]",0
Metro Detroit FTC League Tournament,0,11,91,111,"[14670, 23870]","[12459, 32131]",0
Metro Detroit FTC League Tournament,0,12,121,108,"[21687, 24253]","[24053, 21518]",1
Metro Detroit FTC League Tournament,0,13,41,107,"[5559, 12379]","[10137, 15446]",0
Metro Detroit FTC League Tournament,0,14,216,51,"[14670, 27693]","[21522, 21687]",1
Metro Detroit FTC League Tournament,0,15,49,116,"[21518, 5559]","[23870, 21615]",0
Metro Detroit FTC League Tournament,0,16,73,66,"[10137, 32131]","[21522, 31043]",1
Metro Detroit FTC League Tournament,0,17,100,69,"[12459, 25828]","[24053, 12379]",1
Metro Detroit FTC League Tournament,0,18,190,107,"[24253, 15446]","[27693, 16671]",1
Metro Detroit FTC League Tournament,0,19,134,83,"[10137, 25828]","[21687, 23870]",1
Metro Detroit FTC League Tournament,0,20,91,79,"[32131, 24053]","[16671, 5559]",1
Metro Detroit FTC League Tournament,0,21,154,223,"[21615, 12459]","[27693, 24253]",0
Metro Detroit FTC League Tournament,0,22,60,66,"[21518, 15446]","[31043, 14670]",0
Metro Detroit FTC League Tournament,0,23,134,165,"[21615, 21522]","[16671, 12379]",0
Metro Detroit FTC League Tournament,1,1,208,63,"[24253, 21615]","[32131, 25828]",1
Metro Detroit FTC League Tournament,2,1,144,96,"[27693, 12459]","[15446, 24053]",1
Metro Detroit FTC League Tournament,3,1,79,219,"[32131, 25828]","[24053, 15446]",0
Metro Detroit FTC League Tournament,4,1,224,136,"[24253, 21615]","[27693, 12459]",1
Metro Detroit FTC League Tournament,5,1,170,126,"[27693, 12459]","[15446, 24053]",1
Metro Detroit FTC League Tournament,6,1,220,188,"[24253, 21615]","[27693, 12459]",1
Metro Detroit Scrimmage,0,1,45,64,"[21518, 24053]","[21615, 23870]",0
Metro Detroit Scrimmage,0,2,39,75,"[32131, 14670]","[10137, 21522]",0
Metro Detroit Scrimmage,0,3,18,37,"[23870, 21522]","[21518, 32131]",0
Metro Detroit Scrimmage,0,4,59,37,"[10137, 21615]","[14670, 24053]",1
Metro Detroit Scrimmage,0,5,18,56,"[21522, 21615]","[23870, 10137]",0
Metro Detroit Scrimmage,0,6,19,64,"[24053, 32131]","[21518, 14670]",0
Metro Detroit Scrimmage,0,7,22,29,"[21615, 14670]","[21518, 21522]",0
Metro Detroit Scrimmage,0,8,58,5,"[10137, 24053]","[32131, 23870]",1
Metro Detroit Scrimmage,0,9,81,75,"[21518, 23870]","[14670, 10137]",1
Metro Detroit Scrimmage,0,10,23,34,"[21522, 32131]","[21615, 24053]",0
Metro Detroit Meet 2,0,1,55,55,"[21522, 24253]","[21615, 16671]",0
Metro Detroit Meet 2,0,2,53,66,"[23870, 32131]","[25828, 14670]",0
Metro Detroit Meet 2,0,3,51,59,"[21518, 16671]","[25828, 32131]",0
Metro Detroit Meet 2,0,4,54,60,"[24253, 21615]","[21518, 23870]",0
Metro Detroit Meet 2,0,5,53,42,"[32131, 14670]","[21522, 21615]",1
Metro Detroit Meet 2,0,6,91,49,"[25828, 23870]","[24253, 16671]",1
Metro Detroit Meet 2,0,7,50,29,"[21518, 21522]","[23870, 14670]",1
Metro Detroit Meet 2,0,8,76,39,"[14670, 21615]","[16671, 25828]",1
Metro Detroit Meet 2,0,9,44,63,"[21518, 24253]","[21522, 32131]",0
Metro Detroit Meet 2,0,10,89,38,"[21522, 14670]","[25828, 24253]",1
Metro Detroit Meet 2,0,11,44,55,"[32131, 16671]","[23870, 21615]",0
Metro Detroit Meet 2,0,12,62,103,"[21518, 25828]","[24253, 16671]",0
Metro Detroit Meet 3,0,1,46,44,"[27693, 5559]","[24053, 16671]",1
Metro Detroit Meet 3,0,2,66,53,"[21518, 21522]","[21615, 23870]",1
Metro Detroit Meet 3,0,3,22,66,"[32131, 23870]","[5559, 10137]",0
Metro Detroit Meet 3,0,4,66,64,"[27693, 24053]","[21522, 32131]",1
Metro Detroit Meet 3,0,5,58,97,"[16671, 10137]","[21615, 21518]",0
Metro Detroit Meet 3,0,6,72,116,"[24053, 21615]","[21518, 27693]",0
Metro Detroit Meet 3,0,7,65,33,"[32131, 16671]","[23870, 21522]",1
Metro Detroit Meet 3,0,8,75,75,"[10137, 21522]","[5559, 16671]",0
Metro Detroit Meet 3,0,9,25,68,"[5559, 23870]","[21615, 27693]",0
Metro Detroit Meet 3,0,10,55,66,"[21518, 24053]","[32131, 10137]",0
Metro Detroit Meet 3,0,11,64,82,"[16671, 21615]","[32131, 24053]",0
Metro Detroit Meet 3,0,12,69,58,"[27693, 21522]","[21518, 10137]",1
Metro Detroit Meet 3,0,13,46,54,"[23870, 21518]","[5559, 24053]",0
Metro Detroit Meet 4,0,1,163,35,"[24053, 15446]","[23870, 24253]",1
Metro Detroit Meet 4,0,2,60,72,"[14670, 21522]","[25828, 12459]",0
Metro Detroit Meet 4,0,3,18,195,"[12379, 12459]","[24253, 15446]",0
Metro Detroit Meet 4,0,4,61,18,"[23870, 24053]","[14670, 12379]",1
Metro Detroit Meet 4,0,5,25,52,"[25828, 15446]","[21522, 23870]",0
Metro Detroit Meet 4,0,6,52,37,"[24053, 12459]","[25828, 14670]",1
Metro Detroit Meet 4,0,7,117,90,"[12379, 24253]","[21522, 25828]",1
Metro Detroit Meet 4,0,8,40,68,"[15446, 21522]","[24053, 14670]",0
Metro Detroit Meet 4,0,9,55,136,"[12379, 23870]","[12459, 24253]",0
Metro Detroit Meet 4,0,10,69,21,"[24053, 25828]","[15446, 12459]",1
Metro Detroit Meet 4,0,11,164,56,"[24253, 21522]","[14670, 23870]",1
Metro Detroit Meet 4,0,12,80,73,"[14670, 25828]","[24053, 12379]",1
Metro Detroit Meet 5,0,1,24,91,"[12459, 5559]","[21615, 24053]",0
Metro Detroit Meet 5,0,2,117,73,"[24253, 15446]","[27693, 10137]",1
Metro Detroit Meet 5,0,3,65,86,"[21522, 12379]","[23870, 10137]",0
Metro Detroit Meet 5,0,4,126,41,"[24253, 5559]","[23870, 12379]",1
Metro Detroit Meet 5,0,5,150,16,"[21522, 21615]","[15446, 12459]",1
Metro Detroit Meet 5,0,6,70,134,"[24053, 10137]","[27693, 21615]",0
Metro Detroit Meet 5,0,7,76,86,"[24053, 12379]","[21522, 15446]",0
Metro Detroit Meet 5,0,8,91,110,"[5559, 23870]","[27693, 12459]",0
Metro Detroit Meet 5,0,9,107,81,"[24253, 23870]","[24053, 15446]",1
Metro Detroit Meet 5,0,10,107,96,"[21615, 12459]","[12379, 24253]",1
Metro Detroit Meet 5,0,11,83,98,"[21522, 10137]","[27693, 5559]",0
Metro Detroit Meet 5,0,12,77,11,"[15446, 27693]","[5559, 12379]",1
Metro Detroit Meet 5,0,13,51,149,"[21522, 23870]","[21615, 24253]",0
Metro Detroit Meet 5,0,14,59,72,"[12459, 24053]","[10137, 15446]",0
Metro Detroit Meet 6,0,1,75,58,"[16671, 10137]","[12379, 21522]",1
Metro Detroit Meet 6,0,2,81,76,"[21518, 12459]","[14670, 15446]",1
Metro Detroit Meet 6,0,3,103,87,"[27693, 25828]","[32131, 24053]",1
Metro Detroit Meet 6,0,4,128,94,"[24253, 16671]","[12459, 5559]",1
Metro Detroit Meet 6,0,5,58,47,"[21522, 24053]","[15446, 21518]",1
Metro Detroit Meet 6,0,6,62,94,"[5559, 14670]","[27693, 12379]",0
Metro Detroit Meet 6,0,7,209,35,"[10137, 24253]","[25828, 32131]",1
Metro Detroit Meet 6,0,8,85,74,"[14670, 24053]","[21522, 12459]",1
Metro Detroit Meet 6,0,9,160,112,"[24253, 15446]","[16671, 27693]",1
Metro Detroit Meet 6,0,10,52,55,"[21518, 5559]","[10137, 25828]",0
Metro Detroit Meet 6,0,11,57,155,"[12379, 24053]","[32131, 24253]",0
Metro Detroit Meet 6,0,12,94,109,"[12459, 27693]","[21522, 10137]",0
Metro Detroit Meet 6,0,13,76,51,"[15446, 25828]","[12379, 14670]",1
Metro Detroit Meet 6,0,14,88,71,"[21518, 32131]","[16671, 5559]",1
Metro Detroit Meet 6,0,15,117,135,"[10137, 14670]","[24253, 24053]",0
Metro Detroit Meet 6,0,16,81,51,"[21522, 15446]","[5559, 32131]",1
Metro Detroit Meet 6,0,17,67,111,"[12379, 12459]","[21518, 27693]",0
Metro Detroit Meet 6,0,18,131,104,"[25828, 14670]","[21522, 16671]",1
Madison Heights Qualifier,0,1,21,29,"[15256, 23582]","[32421, 17189]",0
Madison Heights Qualifier,0,2,56,73,"[23587, 15404]","[19787, 23554]",0
Madison Heights Qualifier,0,3,62,121,"[11691, 27470]","[15206, 12113]",0
